tcr_id,v_gene,freq
Brusko_10234_TCRB.tsv,TCRBV29-01,2.432257134620928
Brusko_10234_TCRB.tsv,TCRBV06-02/06-03,2.3556860766791585
Brusko_10234_TCRB.tsv,TCRBV05-06,2.268304987027962
Brusko_10234_TCRB.tsv,TCRBV11,1.864730469876045
Brusko_10234_TCRB.tsv,TCRBV11-03,1.8160853271836264
Brusko_10234_TCRB.tsv,TCRBV04-01,1.7953660997405592
Brusko_10234_TCRB.tsv,TCRBV10-03,1.7296050735082156
Brusko_10234_TCRB.tsv,TCRBV15-01,1.680959930815797
Brusko_10234_TCRB.tsv,TCRBV07-08,1.6242072643413086
Brusko_10234_TCRB.tsv,TCRBV12-03/12-04,1.5485370423753242
Brusko_10234_TCRB.tsv,TCRBV28-01,1.5043960795618334
Brusko_10234_TCRB.tsv,TCRBV24-01,1.4953877198039782
Brusko_10234_TCRB.tsv,TCRBV06-01,1.3746756990487172
Brusko_10234_TCRB.tsv,TCRBV06-06,1.2341452868261746
Brusko_10234_TCRB.tsv,TCRBV04-02,1.2251369270683194
Brusko_10234_TCRB.tsv,TCRBV06-04,1.1413591813202653
Brusko_10234_TCRB.tsv,TCRBV07-06,1.1413591813202653
Brusko_10234_TCRB.tsv,TCRBV20-01,1.1080282502162007
Brusko_10234_TCRB.tsv,TCRBV07-03,1.0801023349668493
Brusko_10234_TCRB.tsv,TCRBV13-01,1.0458705678869993
Brusko_10234_TCRB.tsv,TCRBV14-01,0.9918204093398674
Brusko_10234_TCRB.tsv,TCRBV05-05,0.9395719227443067
Brusko_10234_TCRB.tsv,TCRBV12-05,0.8431824733352552
Brusko_10234_TCRB.tsv,TCRBV21-01,0.8098515422311905
Brusko_10234_TCRB.tsv,TCRBV25-01,0.7891323147881234
Brusko_10234_TCRB.tsv,TCRBV07,0.516179014
Brusko_10234_TCRB.tsv,TCRBV06-02,0.49275727875468434
Brusko_10234_TCRB.tsv,TCRBV10-02,0.4251945805707697
Brusko_10234_TCRB.tsv,TCRBV10-01,0.388260306
Brusko_10234_TCRB.tsv,TCRBV11-02,0.3603343903142116
Brusko_10234_TCRB.tsv,TCRBV23-01,0.248630729
Brusko_10234_TCRB.tsv,TCRBV11-01,0.24682905736523492
Brusko_10234_TCRB.tsv,TCRBV07-07,0.21620063418852695
Brusko_10234_TCRB.tsv,unknown,0.1342245603920438
Brusko_10234_TCRB.tsv,TCRBV05-03,0.1279187085615451
Brusko_10234_TCRB.tsv,TCRBV12-02,0.090083598
Brusko_10234_TCRB.tsv,TCRBV16-01,0.071166042
Brusko_10234_TCRB.tsv,TCRBV05-08,0.053149323
Brusko_10234_TCRB.tsv,TCRBV12-01,0.039636782934563276
Brusko_10234_TCRB.tsv,TCRBV06-07,0.038735946958777745
Brusko_10234_TCRB.tsv,TCRBV01-01,0.035132603055635626
Brusko_10234_TCRB.tsv,TCRBV07-04,0.035132603055635626
Brusko_10234_TCRB.tsv,TCRBV07-05,0.028826751225136928
Brusko_10234_TCRB.tsv,TCRBV05,0.027925915
Brusko_10234_TCRB.tsv,TCRBV25,0.023421735370423753
Brusko_10234_TCRB.tsv,TCRBV06-09,0.01801672
Brusko_10234_TCRB.tsv,TCRBV04,0.017115884
Brusko_10234_TCRB.tsv,TCRBV05-07,0.016215048
Brusko_10234_TCRB.tsv,TCRBV06-08,0.015314211588353992
Brusko_10234_TCRB.tsv,TCRBV17-01,0.002702508
Brusko_10234_TCRB.tsv,TCRBV07-01,0.001801672
Brusko_10234_TCRB.tsv,TCRBV22-01,0.000900836
Brusko_10237_TCRB.tsv,TCRBV20,8.503334815473544
Brusko_10237_TCRB.tsv,TCRBV05-01,7.700311249444197
Brusko_10237_TCRB.tsv,TCRBV19-01,5.387283237
Brusko_10237_TCRB.tsv,TCRBV06-05,5.181858603823922
Brusko_10237_TCRB.tsv,TCRBV02-01,4.377945753668297
Brusko_10237_TCRB.tsv,TCRBV28-01,4.349488661627389
Brusko_10237_TCRB.tsv,TCRBV07-09,3.968875055580258
Brusko_10237_TCRB.tsv,TCRBV27-01,3.8381502890173413
Brusko_10237_TCRB.tsv,TCRBV12,3.4602045353490443
Brusko_10237_TCRB.tsv,TCRBV04-01,3.4184081814139615
Brusko_10237_TCRB.tsv,TCRBV09-01,3.341929746554024
Brusko_10237_TCRB.tsv,TCRBV03-01/03-02,3.1525122276567363
Brusko_10237_TCRB.tsv,TCRBV18-01,2.9710982658959537
Brusko_10237_TCRB.tsv,TCRBV05-04,2.5326811916407292
Brusko_10237_TCRB.tsv,TCRBV11,2.144064028457092
Brusko_10237_TCRB.tsv,TCRBV05-06,2.1138283681636283
Brusko_10237_TCRB.tsv,TCRBV06,2.0551356158292573
Brusko_10237_TCRB.tsv,TCRBV10-03,2.0115606936416186
Brusko_10237_TCRB.tsv,TCRBV06-01,1.7972432192085372
Brusko_10237_TCRB.tsv,TCRBV15-01,1.737661182747888
Brusko_10237_TCRB.tsv,TCRBV12-03/12-04,1.7100933748332592
Brusko_10237_TCRB.tsv,TCRBV11-03,1.6700755891507337
Brusko_10237_TCRB.tsv,TCRBV29-01,1.6096042685638061
Brusko_10237_TCRB.tsv,TCRBV07-02,1.5304579813250334
Brusko_10237_TCRB.tsv,TCRBV07-08,1.5046687416629612
Brusko_10237_TCRB.tsv,TCRBV04-02,1.4255224544241885
Brusko_10237_TCRB.tsv,TCRBV20-01,1.385504668741663
Brusko_10237_TCRB.tsv,TCRBV24-01,1.3766118274788794
Brusko_10237_TCRB.tsv,TCRBV07-06,1.2174299688750556
Brusko_10237_TCRB.tsv,TCRBV13-01,1.1880835927078701
Brusko_10237_TCRB.tsv,TCRBV05-05,1.0351267229879948
Brusko_10237_TCRB.tsv,TCRBV14-01,0.915073366
Brusko_10237_TCRB.tsv,TCRBV07-03,0.874166296
Brusko_10237_TCRB.tsv,TCRBV25-01,0.8439306358381502
Brusko_10237_TCRB.tsv,TCRBV06-06,0.8288128056914184
Brusko_10237_TCRB.tsv,TCRBV21-01,0.7772343263672743
Brusko_10237_TCRB.tsv,TCRBV06-02/06-03,0.6598488216985327
Brusko_10237_TCRB.tsv,TCRBV10-02,0.658070253
Brusko_10237_TCRB.tsv,TCRBV05-08,0.6527345486883059
Brusko_10237_TCRB.tsv,TCRBV12-05,0.6260560248999556
Brusko_10237_TCRB.tsv,TCRBV10-01,0.5798132503334816
Brusko_10237_TCRB.tsv,TCRBV11-02,0.4971098265895954
Brusko_10237_TCRB.tsv,TCRBV06-04,0.3850600266785238
Brusko_10237_TCRB.tsv,TCRBV07,0.3139172965762561
Brusko_10237_TCRB.tsv,TCRBV11-01,0.31213872832369943
Brusko_10237_TCRB.tsv,TCRBV23-01,0.24544241885282347
Brusko_10237_TCRB.tsv,TCRBV07-07,0.17874610938194754
Brusko_10237_TCRB.tsv,TCRBV06-02,0.14406402845709204
Brusko_10237_TCRB.tsv,TCRBV30-01,0.11382836816362828
Brusko_10237_TCRB.tsv,TCRBV12-02,0.10226767452200979
Brusko_10237_TCRB.tsv,unknown,0.10226767452200979
Brusko_10237_TCRB.tsv,TCRBV16-01,0.093374833
Brusko_10237_TCRB.tsv,TCRBV01-01,0.075589151
Brusko_10237_TCRB.tsv,TCRBV05-03,0.069364162
Brusko_10237_TCRB.tsv,TCRBV06-07,0.047132059
Brusko_10237_TCRB.tsv,TCRBV12-01,0.04090707
Brusko_10237_TCRB.tsv,TCRBV06-08,0.026678523788350377
Brusko_10237_TCRB.tsv,TCRBV06-09,0.026678523788350377
Brusko_10237_TCRB.tsv,TCRBV07-04,0.025789239662072035
Brusko_10237_TCRB.tsv,TCRBV07-05,0.023121387283236993
Brusko_10237_TCRB.tsv,TCRBV05,0.022232103156958647
Brusko_10237_TCRB.tsv,TCRBV05-07,0.016007114
Brusko_10237_TCRB.tsv,TCRBV25,0.015117830146731879
Brusko_10237_TCRB.tsv,TCRBV04,0.004446421
Brusko_10237_TCRB.tsv,TCRBV10,0.001778568
Brusko_10237_TCRB.tsv,TCRBV05-02,0.000889284
Brusko_10237_TCRB.tsv,TCRBV20-or09_02,0.000889284
Brusko_10237_TCRB.tsv,TCRBV22-01,0.000889284
Brusko_10237_TCRB.tsv,TCRBVA,0.000889284
Brusko_10237_TCRB.tsv,TCRBVA-01,0.000889284
Brusko_10276_TCRB.tsv,TCRBV20,7.966855448705766
Brusko_10276_TCRB.tsv,TCRBV28-01,7.557299783344103
Brusko_10276_TCRB.tsv,TCRBV05-01,6.1338325287924285
Brusko_10276_TCRB.tsv,TCRBV19-01,5.496218024250257
Brusko_10276_TCRB.tsv,TCRBV27-01,4.771180965
Brusko_10276_TCRB.tsv,TCRBV06-05,4.477555209243985
Brusko_10276_TCRB.tsv,TCRBV07-09,3.5985784332357746
Brusko_10276_TCRB.tsv,TCRBV02-01,3.3942757231365697
Brusko_10276_TCRB.tsv,TCRBV09-01,3.367668859
Brusko_10276_TCRB.tsv,TCRBV30-01,3.343912729484207
Brusko_10276_TCRB.tsv,TCRBV03-01/03-02,3.133908548405489
Brusko_10276_TCRB.tsv,TCRBV07-02,2.8364818123075755
Brusko_10276_TCRB.tsv,TCRBV29-01,2.834581321981071
Brusko_10276_TCRB.tsv,TCRBV12,2.6559352312896727
Brusko_10276_TCRB.tsv,TCRBV18-01,2.627427876392109
Brusko_10276_TCRB.tsv,TCRBV06,2.2872401079478504
Brusko_10276_TCRB.tsv,TCRBV05-04,2.2672849595195563
Brusko_10276_TCRB.tsv,TCRBV10-03,2.0059675396252232
Brusko_10276_TCRB.tsv,TCRBV24-01,1.8634307651374056
Brusko_10276_TCRB.tsv,TCRBV05-06,1.8605800296476491
Brusko_10276_TCRB.tsv,TCRBV04-01,1.611615796875594
Brusko_10276_TCRB.tsv,TCRBV15-01,1.4348701965106998
Brusko_10276_TCRB.tsv,TCRBV07-08,1.3436466608384963
Brusko_10276_TCRB.tsv,TCRBV06-02/06-03,1.3227412672469498
Brusko_10276_TCRB.tsv,TCRBV06-01,1.3008856284921508
Brusko_10276_TCRB.tsv,TCRBV14-01,1.2505226348397886
Brusko_10276_TCRB.tsv,TCRBV11,1.2163138089627124
Brusko_10276_TCRB.tsv,TCRBV12-03/12-04,1.141244441065795
Brusko_10276_TCRB.tsv,TCRBV20-01,1.108936105515223
Brusko_10276_TCRB.tsv,TCRBV04-02,1.0804287506176593
Brusko_10276_TCRB.tsv,TCRBV06-06,1.069025808658634
Brusko_10276_TCRB.tsv,TCRBV04-03,0.9606978600478924
Brusko_10276_TCRB.tsv,TCRBV07-03,0.9549963890683796
Brusko_10276_TCRB.tsv,TCRBV25-01,0.934090995
Brusko_10276_TCRB.tsv,TCRBV07-06,0.9084343760690258
Brusko_10276_TCRB.tsv,TCRBV06-04,0.8666235888859326
Brusko_10276_TCRB.tsv,TCRBV13-01,0.8124596145805617
Brusko_10276_TCRB.tsv,TCRBV05-05,0.8096088790908054
Brusko_10276_TCRB.tsv,TCRBV11-03,0.7202858337451062
Brusko_10276_TCRB.tsv,TCRBV21-01,0.63856475
Brusko_10276_TCRB.tsv,TCRBV10-02,0.573948079
Brusko_10276_TCRB.tsv,TCRBV10-01,0.5653958721350109
Brusko_10276_TCRB.tsv,TCRBV07,0.36964536850507435
Brusko_10276_TCRB.tsv,TCRBV11-02,0.35444144589304044
Brusko_10276_TCRB.tsv,TCRBV05-08,0.3392375232810065
Brusko_10276_TCRB.tsv,TCRBV06-02,0.2850735489756357
Brusko_10276_TCRB.tsv,TCRBV11-01,0.26321791
Brusko_10276_TCRB.tsv,TCRBV12-05,0.2499144779353073
Brusko_10276_TCRB.tsv,TCRBV23-01,0.2299593295070128
Brusko_10276_TCRB.tsv,TCRBV07-07,0.20430271009920561
Brusko_10276_TCRB.tsv,unknown,0.095024516
Brusko_10276_TCRB.tsv,TCRBV05-03,0.085522065
Brusko_10276_TCRB.tsv,TCRBV16-01,0.085522065
Brusko_10276_TCRB.tsv,TCRBV12-02,0.072218632
Brusko_10276_TCRB.tsv,TCRBV01-01,0.053213729142118665
Brusko_10276_TCRB.tsv,TCRBV06-07,0.034208825877076285
Brusko_10276_TCRB.tsv,TCRBV12-01,0.030407845224067812
Brusko_10276_TCRB.tsv,TCRBV07-04,0.024706374244555095
Brusko_10276_TCRB.tsv,TCRBV25,0.024706374244555095
Brusko_10276_TCRB.tsv,TCRBV05,0.023756129081302976
Brusko_10276_TCRB.tsv,TCRBV07-05,0.021855639
Brusko_10276_TCRB.tsv,TCRBV05-07,0.017104412938538142
Brusko_10276_TCRB.tsv,TCRBV06-08,0.014253677448781787
Brusko_10276_TCRB.tsv,TCRBV06-09,0.011402941959025428
Brusko_10276_TCRB.tsv,TCRBV04,0.002850735
Brusko_10276_TCRB.tsv,TCRBV22-01,0.000950245
Brusko_10276_TCRB.tsv,TCRBVA-01,0.000950245
Brusko_10282_TCRB.tsv,TCRBV20,7.637223609572164
Brusko_10282_TCRB.tsv,TCRBV19-01,6.365455537731325
Brusko_10282_TCRB.tsv,TCRBV09-01,4.588453205880894
Brusko_10282_TCRB.tsv,TCRBV05-01,4.481783452130914
Brusko_10282_TCRB.tsv,TCRBV27-01,4.461937916549523
Brusko_10282_TCRB.tsv,TCRBV06-05,4.450361354127044
Brusko_10282_TCRB.tsv,TCRBV07-09,4.141928655299585
Brusko_10282_TCRB.tsv,TCRBV28-01,4.073296178080605
Brusko_10282_TCRB.tsv,TCRBV12,4.050969951
Brusko_10282_TCRB.tsv,TCRBV02-01,3.9674533216465178
Brusko_10282_TCRB.tsv,TCRBV30-01,3.573850199282253
Brusko_10282_TCRB.tsv,TCRBV07-02,3.2778209601931634
Brusko_10282_TCRB.tsv,TCRBV03-01/03-02,3.251360246084641
Brusko_10282_TCRB.tsv,TCRBV18-01,2.483999536937503
Brusko_10282_TCRB.tsv,TCRBV06,2.3103511006003274
Brusko_10282_TCRB.tsv,TCRBV29-01,2.2714869267534357
Brusko_10282_TCRB.tsv,TCRBV05-06,2.0192832454065854
Brusko_10282_TCRB.tsv,TCRBV07-03,1.9539583574511719
Brusko_10282_TCRB.tsv,TCRBV10-03,1.6769477566275819
Brusko_10282_TCRB.tsv,TCRBV11,1.560355235086907
Brusko_10282_TCRB.tsv,TCRBV12-03/12-04,1.5496055699803197
Brusko_10282_TCRB.tsv,TCRBV07-08,1.4751848115501016
Brusko_10282_TCRB.tsv,TCRBV05-04,1.4735310169183191
Brusko_10282_TCRB.tsv,TCRBV04-01,1.4710503249706453
Brusko_10282_TCRB.tsv,TCRBV06-02/06-03,1.399110258488101
Brusko_10282_TCRB.tsv,TCRBV04-03,1.3585922900094267
Brusko_10282_TCRB.tsv,TCRBV24-01,1.3577653926935354
Brusko_10282_TCRB.tsv,TCRBV15-01,1.356938495377644
Brusko_10282_TCRB.tsv,TCRBV04-02,1.3122860403195131
Brusko_10282_TCRB.tsv,TCRBV07-06,1.284998429
Brusko_10282_TCRB.tsv,TCRBV06-06,1.2568839201547952
Brusko_10282_TCRB.tsv,TCRBV14-01,1.182463161724577
Brusko_10282_TCRB.tsv,TCRBV06-01,1.1733672912497726
Brusko_10282_TCRB.tsv,TCRBV20-01,1.1510410637207071
Brusko_10282_TCRB.tsv,TCRBV25-01,0.9269518911141614
Brusko_10282_TCRB.tsv,TCRBV12-05,0.880645641
Brusko_10282_TCRB.tsv,TCRBV13-01,0.7714951957265946
Brusko_10282_TCRB.tsv,TCRBV05-05,0.7425537896703988
Brusko_10282_TCRB.tsv,TCRBV06-04,0.7020358211917244
Brusko_10282_TCRB.tsv,TCRBV11-03,0.7020358211917244
Brusko_10282_TCRB.tsv,TCRBV21-01,0.6515950849223543
Brusko_10282_TCRB.tsv,TCRBV07,0.3803727653100038
Brusko_10282_TCRB.tsv,TCRBV05-08,0.3745844840987646
Brusko_10282_TCRB.tsv,TCRBV11-02,0.3605272297286123
Brusko_10282_TCRB.tsv,TCRBV11-01,0.31339408272280744
Brusko_10282_TCRB.tsv,TCRBV06-02,0.26129955182165476
Brusko_10282_TCRB.tsv,TCRBV23-01,0.2290505565018936
Brusko_10282_TCRB.tsv,TCRBV10-02,0.21912778871119787
Brusko_10282_TCRB.tsv,TCRBV07-07,0.21582019944763256
Brusko_10282_TCRB.tsv,TCRBV10-01,0.16455256586237121
Brusko_10282_TCRB.tsv,unknown,0.14470703028097973
Brusko_10282_TCRB.tsv,TCRBV05-03,0.095920089
Brusko_10282_TCRB.tsv,TCRBV16-01,0.084343526
Brusko_10282_TCRB.tsv,TCRBV01-01,0.063671093
Brusko_10282_TCRB.tsv,TCRBV12-02,0.060363504
Brusko_10282_TCRB.tsv,TCRBV06-07,0.042998660426348256
Brusko_10282_TCRB.tsv,TCRBV07-04,0.030595200687978566
Brusko_10282_TCRB.tsv,TCRBV05,0.029768303372087253
Brusko_10282_TCRB.tsv,TCRBV07-05,0.028941406
Brusko_10282_TCRB.tsv,TCRBV12-01,0.028941406
Brusko_10282_TCRB.tsv,TCRBV25,0.025633817
Brusko_10282_TCRB.tsv,TCRBV06-08,0.022326228
Brusko_10282_TCRB.tsv,TCRBV06-09,0.018191741
Brusko_10282_TCRB.tsv,TCRBV05-07,0.010749665106587064
Brusko_10282_TCRB.tsv,TCRBV04,0.00909587
Brusko_10282_TCRB.tsv,TCRBV07-01,0.004134487
Brusko_10282_TCRB.tsv,TCRBVA-01,0.001653795
Brusko_10282_TCRB.tsv,TCRBV22-01,0.000826897
Brusko_10283_TCRB.tsv,TCRBV19-01,7.221765894806789
Brusko_10283_TCRB.tsv,TCRBV06-05,6.375457994
Brusko_10283_TCRB.tsv,TCRBV05-01,6.199182302289738
Brusko_10283_TCRB.tsv,TCRBV20,5.863243288141538
Brusko_10283_TCRB.tsv,TCRBV02-01,5.3528744012625395
Brusko_10283_TCRB.tsv,TCRBV07-09,4.859117883215047
Brusko_10283_TCRB.tsv,TCRBV09-01,4.837890967485903
Brusko_10283_TCRB.tsv,TCRBV27-01,4.602549075706256
Brusko_10283_TCRB.tsv,TCRBV12,4.2859911585281445
Brusko_10283_TCRB.tsv,TCRBV03-01/03-02,4.028499441639825
Brusko_10283_TCRB.tsv,TCRBV18-01,2.5112364216957537
Brusko_10283_TCRB.tsv,TCRBV29-01,2.4272516681587035
Brusko_10283_TCRB.tsv,TCRBV30-01,2.3432669146216534
Brusko_10283_TCRB.tsv,TCRBV06,2.322039998892509
Brusko_10283_TCRB.tsv,TCRBV05-06,2.3146567238562845
Brusko_10283_TCRB.tsv,TCRBV11,2.0008675348167566
Brusko_10283_TCRB.tsv,TCRBV05-04,1.992561350401004
Brusko_10283_TCRB.tsv,TCRBV04-01,1.9676427971537476
Brusko_10283_TCRB.tsv,TCRBV06-01,1.9574907939789392
Brusko_10283_TCRB.tsv,TCRBV12-03/12-04,1.9159598719001782
Brusko_10283_TCRB.tsv,TCRBV10-03,1.800596199459175
Brusko_10283_TCRB.tsv,TCRBV07-03,1.677849251981948
Brusko_10283_TCRB.tsv,TCRBV07-08,1.609553957896874
Brusko_10283_TCRB.tsv,TCRBV13-01,1.4803466447629507
Brusko_10283_TCRB.tsv,TCRBV06-06,1.298533497
Brusko_10283_TCRB.tsv,TCRBV07-06,1.2800753094053696
Brusko_10283_TCRB.tsv,TCRBV15-01,1.1637887275848384
Brusko_10283_TCRB.tsv,TCRBV07,1.0871872490840124
Brusko_10283_TCRB.tsv,TCRBV04-02,1.041041780107611
Brusko_10283_TCRB.tsv,TCRBV25-01,1.0179690456194106
Brusko_10283_TCRB.tsv,TCRBV14-01,1.0022795861674343
Brusko_10283_TCRB.tsv,TCRBV05-05,0.9164490138713279
Brusko_10283_TCRB.tsv,TCRBV12-05,0.8970679169012394
Brusko_10283_TCRB.tsv,TCRBV24-01,0.7770896975625963
Brusko_10283_TCRB.tsv,TCRBV05-08,0.7743209694240123
Brusko_10283_TCRB.tsv,TCRBV07-02,0.765091876
Brusko_10283_TCRB.tsv,TCRBV20-01,0.7521711443153397
Brusko_10283_TCRB.tsv,TCRBV06-02/06-03,0.6580343876034812
Brusko_10283_TCRB.tsv,TCRBV28-01,0.6201951030428322
Brusko_10283_TCRB.tsv,TCRBV11-03,0.6026598248317997
Brusko_10283_TCRB.tsv,TCRBV10-02,0.496525246
Brusko_10283_TCRB.tsv,TCRBV06-04,0.4863732430112688
Brusko_10283_TCRB.tsv,TCRBV10-01,0.3986968519561064
Brusko_10283_TCRB.tsv,TCRBV11-02,0.381161574
Brusko_10283_TCRB.tsv,TCRBV21-01,0.3636262955340415
Brusko_10283_TCRB.tsv,TCRBV11-01,0.3627033861545135
Brusko_10283_TCRB.tsv,TCRBV23-01,0.15689459451976412
Brusko_10283_TCRB.tsv,TCRBV06-02,0.14028222568825968
Brusko_10283_TCRB.tsv,TCRBV07-07,0.13289895065203547
Brusko_10283_TCRB.tsv,TCRBV16-01,0.10521166926619477
Brusko_10283_TCRB.tsv,unknown,0.065526566
Brusko_10283_TCRB.tsv,TCRBV05-03,0.060912019048849596
Brusko_10283_TCRB.tsv,TCRBV12-02,0.047068378
Brusko_10283_TCRB.tsv,TCRBV01-01,0.037839285
Brusko_10283_TCRB.tsv,TCRBV07-04,0.025841462626784675
Brusko_10283_TCRB.tsv,TCRBV12-01,0.024918553
Brusko_10283_TCRB.tsv,TCRBV25,0.023995644
Brusko_10283_TCRB.tsv,TCRBV06-07,0.020304006
Brusko_10283_TCRB.tsv,TCRBV05,0.016612368831504434
Brusko_10283_TCRB.tsv,TCRBV06-08,0.013843640692920363
Brusko_10283_TCRB.tsv,TCRBV05-07,0.011997821933864315
Brusko_10283_TCRB.tsv,TCRBV06-09,0.011997821933864315
Brusko_10283_TCRB.tsv,TCRBV07-05,0.008306184
Brusko_10283_TCRB.tsv,TCRBVA-01,0.001845819
Brusko_10283_TCRB.tsv,TCRBV04,0.000922909
Brusko_10283_TCRB.tsv,TCRBV07-01,0.000922909
Brusko_10283_TCRB.tsv,TCRBV22-01,0.000922909
Brusko_10342_TCRB.tsv,TCRBV20,7.312043557642149
Brusko_10342_TCRB.tsv,TCRBV28-01,6.9485198226395415
Brusko_10342_TCRB.tsv,TCRBV19-01,5.4813836724047995
